image_name,card_set,card_number,rarity,card_name,other_names,card_type,attribute,types,race_type,ability_type,level,atk_def,atk,def,password,status,effect_types,ritual_required,property,ritual_monster_required,pendulum_scale,rank,link_arrows,atk_link,atk_link_val,link_rating,other_names_japanese,summoned_by_the_effect_of
RIRA-EN011 SR.png,Rising Rampage,RIRA-EN011,Super Rare,Mayosenju Hitot,NA,Monster,WIND,Beast / Pendulum / Effect,Beast,Pendulum,10,2000 / 3000,2000,3000,21364070,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Pendulum Effect ', 'Ignition-like', 'Trigger-like', 'Condition', 'Monster Effect', 'Summoning condition', 'Trigger', 'Trigger', 'Trigger']",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
GENF-EN073 C.png,Generation Force,GENF-EN073,Common,Treaty on Uniform Nomenclature,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,13685271,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Activation requirement', 'Effect']",NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
ETCO-EN027 SR.png,Eternity Code,ETCO-EN027,Super Rare,"Harr, Generaider Boss of Storms",NA,Monster,DARK,Spellcaster / Effect,Spellcaster,Effect,9,3000 / 3000,3000,3000,68199168,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Unclassified', 'Quick', 'Quick', 'Condition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TSHD-EN033 C.png,The Shining Darkness,TSHD-EN033,Common,Ronintoadin,NA,Monster,WATER,Aqua / Effect,Aqua,Effect,2,100 / 2000,100,2000,01357146,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Condition', 'Continuous', 'Ignition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PGD-037 C.png,Pharaonic Guardian,PGD-037,Common,Secret Pass to the Treasures,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,77876207,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Effect'],NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAMA-EN060 ScR.png,Dawn of Majesty,DAMA-EN060,Secret Rare,Sacred Scrolls of the Gizmek Legend,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,24793135,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Ignition-like', 'Condition', 'Continuous-like', 'Continuous-like']",NA,Field,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIBR-EN010 SR.png,Circuit Break,CIBR-EN010,Super Rare,Autorokket Dragon,NA,Monster,DARK,Dragon / Effect,Dragon,Effect,3,1600 / 1000,1600,1000,80250185,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Quick', 'Trigger', 'Condition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GAOV-EN030 C.png,Galactic Overlord,GAOV-EN030,Common,Inzektor Earwig,NA,Monster,DARK,Insect / Effect,Insect,Effect,4,1000 / 1000,1000,1000,38450736,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Ignition', 'Continuous', 'Trigger']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOB-006 UR.png,Legend of Blue Eyes White Dragon,LOB-006,Ultra Rare,Gaia The Fierce Knight,Gaia the Fierce Knight,Monster,EARTH,Warrior / Normal,Warrior,Normal,7,2300 / 2100,2300,2100,06368038,"['Unlimited (Ocg)', 'Unlimited (Tcg)', 'Unlimited (Tcg Speed Duel)']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PTDN-EN093 R.png,Phantom Darkness,PTDN-EN093,Rare,Legendary Fiend,NA,Monster,DARK,Fiend / Effect,Fiend,Effect,6,1500 / 1800,1500,1800,99747800,"['Unlimited (Ocg)', 'Unlimited (Tcg)', 'Unlimited (Tcg Speed Duel)']",['Trigger'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GENF-EN096 ScR.png,Generation Force,GENF-EN096,Secret Rare,Vision HERO Adoration,NA,Monster,DARK,Warrior / Fusion / Effect,Warrior,Fusion,8,2800 / 2100,2800,2100,45170821,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Ignition'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIRA-EN031 C.png,Rising Rampage,RIRA-EN031,Common,Voltester,NA,Monster,DARK,Thunder / Effect,Thunder,Effect,7,2500 / 1000,2500,1000,18585765,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Trigger', 'Condition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RGBT-EN000 ScR.png,Raging Battle,RGBT-EN000,Secret Rare,Battlestorm,NA,Monster,DARK,Winged Beast / Effect,Winged Beast,Effect,4,1700 / 1000,1700,1000,69695704,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Continuous', 'Ignition', 'Condition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AST-031 C.png,Ancient Sanctuary,AST-031,Common,Goblin King,NA,Monster,DARK,Fiend / Effect,Fiend,Effect,1,0 / 0,0,0,18590133,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Continuous', 'Continuous']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DREV-EN049 C.png,Duelist Revolution,DREV-EN049,Common,Scrap Sheen,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,74439492,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Activation requirement', 'Effect']",NA,Quick-Play,NA,NA,NA,NA,NA,NA,NA,NA,NA
LIOV-EN094 SR.png,Lightning Overdrive,LIOV-EN094,Super Rare,Staysailor Romarin,NA,Monster,LIGHT,Plant / Tuner / Effect,Plant,Tuner,4,1600 / 300,1600,300,49964567,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Quick', 'Trigger', 'Condition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOD-052 C.png,Legacy of Darkness,LOD-052,Common,Wolf Axwielder,NA,Monster,EARTH,Beast-Warrior,Beast-Warrior,NA,4,1650 / 1000,1650,1000,56369281,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SOVR-EN044 UR.png,Stardust Overdrive,SOVR-EN044,Ultra Rare,Explosive Magician,NA,Monster,LIGHT,Spellcaster / Synchro / Effect,Spellcaster,Synchro,6,2500 / 1800,2500,1800,33413279,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Ignition'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CSOC-EN027 C.png,Crossroads of Chaos,CSOC-EN027,Common,Botanical Girl,NA,Monster,WATER,Plant / Effect,Plant,Effect,3,1300 / 1100,1300,1100,84824601,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Trigger'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHIM-EN095 C.png,Chaos Impact,CHIM-EN095,Common,Astra Ghouls,NA,Monster,EARTH,Zombie / Effect,Zombie,Effect,5,0 / 2000,0,2000,69170403,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Trigger', 'Ignition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHIM-EN025 C.png,Chaos Impact,CHIM-EN025,Common,"Prometeor, the Burning Star",NA,Monster,FIRE,Machine / Effect,Machine,Effect,8,2800 / 2000,2800,2000,75713017,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Condition', 'Trigger']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PTDN-EN065 C.png,Phantom Darkness,PTDN-EN065,Common,Sinister Seeds,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,60406591,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Activation requirement', 'Effect']",NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
EXVC-EN077 C.png,Extreme Victory,EXVC-EN077,Common,Sealing Ceremony of Mokuton,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,01802450,"['Unlimited (Ocg)', 'Unlimited (Tcg)', 'Unlimited (Tcg Speed Duel)']",['Quick-like'],NA,Continuous,NA,NA,NA,NA,NA,NA,NA,NA,NA
TAEV-EN009 C.png,Tactical Evolution,TAEV-EN009,Common,Chrysalis Pinny,NA,Monster,LIGHT,Plant / Effect,Plant,Effect,2,100 / 700,100,700,29246354,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Ignition'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AST-041 C.png,Ancient Sanctuary,AST-041,Common,Weapon Change,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,10035717,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Trigger-like'],NA,Continuous,NA,NA,NA,NA,NA,NA,NA,NA,NA
BODE-EN032 C.png,Burst of Destiny,BODE-EN032,Common,Geminize Lord Golknight,NA,Monster,EARTH,Warrior / Gemini / Effect,Warrior,Gemini,4,1500 / 500,1500,500,72305034,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Unclassified', 'Condition', 'Trigger', 'Condition', 'Continuous']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MACR-EN087 R.png,Maximum Crisis,MACR-EN087,Rare,SPYRAL GEAR - Last Resort,NA,Monster,EARTH,Machine / Effect,Machine,Effect,4,1000 / 1000,1000,1000,37433748,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Ignition', 'Continuous-like', 'Ignition-like']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHIM-EN072 C.png,Chaos Impact,CHIM-EN072,Common,Gladiator Naumachia,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,52394047,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Continuous-like', 'Quick-like', 'Trigger-like']",NA,Continuous,NA,NA,NA,NA,NA,NA,NA,NA,NA
MRL-059 C.png,Spell Ruler,MRL-059,Common,Magical Labyrinth,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,64389297,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Condition', 'Ignition-like']",NA,Equip,NA,NA,NA,NA,NA,NA,NA,NA,NA
DREV-EN052 R.png,Duelist Revolution,DREV-EN052,Rare,Landoise's Luminous Moss,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,74717840,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Activation requirement', 'Effect']",NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
LIOV-EN062 C.png,Lightning Overdrive,LIOV-EN062,Common,Bujincandescence,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,68045685,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Continuous-like', 'Ignition-like', 'Trigger-like']",NA,Continuous,NA,NA,NA,NA,NA,NA,NA,NA,NA
RATE-EN069 C.png,Raging Tempest,RATE-EN069,Common,Cipher Spectrum,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,00098905,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Activation requirement', 'Effect']",NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABPF-EN029 C.png,Absolute Powerforce,ABPF-EN029,Common,Black Potan,NA,Monster,DARK,Fiend / Effect,Fiend,Effect,1,200 / 100,200,100,76218643,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Continuous', 'Trigger']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSV-041 C.png,Pharaoh's Servant,PSV-041,Common,Flame Champion,NA,Monster,FIRE,Pyro,Pyro,NA,5,1900 / 1300,1900,1300,42599677,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANPR-EN033 C.png,Ancient Prophecy,ANPR-EN033,Common,White Potan,NA,Monster,LIGHT,Fairy / Effect,Fairy,Effect,1,100 / 200,100,200,98024118,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Continuous', 'Trigger']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IGAS-EN020 UR.png,Ignition Assault,IGAS-EN020,Ultra Rare,Sky Striker Ace - Roze,NA,Monster,LIGHT,Warrior / Effect,Warrior,Effect,4,1500 / 1500,1500,1500,37351133,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Trigger', 'Trigger', 'Condition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JOTL-EN084 ScR.png,Judgment of the Light,JOTL-EN084,Secret Rare,Noble Knight Drystan,NA,Monster,LIGHT,Warrior / Effect,Warrior,Effect,4,1800 / 800,1800,800,53550467,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Continuous', 'Trigger', 'Condition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TSHD-EN015 R.png,The Shining Darkness,TSHD-EN015,Rare,Infernity Avenger,NA,Monster,DARK,Fiend / Tuner,Fiend,Tuner,1,0 / 0,0,0,85475641,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Trigger'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAMA-EN039 ScR.png,Dawn of Majesty,DAMA-EN039,Secret Rare,Shooting Majestic Star Dragon,NA,Monster,WIND,Dragon / Synchro / Effect,Dragon,Synchro,11,4000 / 3300,4000,3300,40939228,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Summoning condition', 'Ignition', 'Continuous', 'Quick']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FLOD-EN097 C.png,Flames of Destruction,FLOD-EN097,Common,Madolche Fresh Sistart,NA,Monster,EARTH,Fairy / Link / Effect,Fairy,Link,NA,NA,NA,NA,96150936,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Continuous', 'Continuous']",NA,NA,NA,NA,NA,"Bottom-Left,  Bottom-Right",1500 / 2,1500,2,NA,NA
TDGS-EN051 C.png,The Duelist Genesis,TDGS-EN051,Common,Psi-Station,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,04230620,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Trigger-like'],NA,Continuous,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAGO-EN028 PGR.png,Maximum Gold,MAGO-EN028,Premium Gold Rare,Herald of the Arc Light,NA,Monster,LIGHT,Fairy / Synchro / Effect,Fairy,Synchro,4,600 / 1000,600,1000,79606837,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Continuous', 'Quick', 'Trigger']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IOC-070 R.png,Invasion of Chaos,IOC-070,Rare,Enraged Battle Ox,NA,Monster,EARTH,Beast-Warrior / Effect,Beast-Warrior,Effect,4,1700 / 1000,1700,1000,76909279,"['Unlimited (Ocg)', 'Unlimited (Tcg)', 'Unlimited (Tcg Speed Duel)']",['Continuous'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DUEA-EN015 C.png,Duelist Alliance,DUEA-EN015,Common,Sonata the Melodious Diva,NA,Monster,LIGHT,Fairy / Effect,Fairy,Effect,3,1200 / 1000,1200,1000,76990617,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Unclassified', 'Continuous']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABPF-EN096 ScR.png,Absolute Powerforce,ABPF-EN096,Secret Rare,Underground Arachnid,NA,Monster,EARTH,Insect / Synchro / Effect,Insect,Synchro,6,2400 / 1200,2400,1200,63465535,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Continuous', 'Ignition', 'Continuous']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BODE-EN075 SR.png,Burst of Destiny,BODE-EN075,Super Rare,Floowandereeze and the Scary Sea,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,77610503,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Effect', 'Condition']",NA,Counter,NA,NA,NA,NA,NA,NA,NA,NA,NA
LODT-EN065 C.png,Light of Destruction,LODT-EN065,Common,Rainbow Gravity,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,63806265,"['Unlimited (Ocg)', 'Unlimited (Tcg)', 'Unlimited (Tcg Speed Duel)']","['Activation requirement', 'Effect']",NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
COTD-EN026 ScR.png,Code of the Duelist,COTD-EN026,Secret Rare,"Lumina, Twilightsworn Shaman",NA,Monster,DARK,Spellcaster / Effect,Spellcaster,Effect,3,1000 / 1000,1000,1000,56166150,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Ignition', 'Trigger']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAGO-EN093 R.png,Maximum Gold,MAGO-EN093,Rare,The Prime Monarch,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,54241725,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Quick-like', 'Quick-like', 'Condition']",NA,Continuous,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIBR-EN093 C.png,Circuit Break,CIBR-EN093,Common,Amazoness Spy,NA,Monster,EARTH,Warrior / Effect,Warrior,Effect,3,800 / 1200,800,1200,31102447,"['Unlimited (Ocg)', 'Unlimited (Tcg)', 'Unlimited (Tcg Speed Duel)']","['Ignition', 'Condition', 'Trigger']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INOV-EN011 C.png,Invasion: Vengeance,INOV-EN011,Common,Cipher Mirror Knight,NA,Monster,LIGHT,Warrior / Effect,Warrior,Effect,4,0 / 0,0,0,58383100,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Trigger', 'Trigger', 'Condition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INOV-EN050 SR.png,Invasion: Vengeance,INOV-EN050,Super Rare,Vola-Chemicritter Methydraco,NA,Monster,FIRE,Beast-Warrior / Xyz / Effect,Beast-Warrior,Xyz,NA,3000 / 3000,3000,3000,38026562,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Trigger', 'Continuous', 'Trigger']",NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA
DCR-086 R.png,Dark Crisis,DCR-086,Rare,Contract with the Abyss,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,69035382,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Effect'],NA,Ritual,NA,NA,NA,NA,NA,NA,NA,NA,NA
CRV-EN012 R.png,Cybernetic Revolution,CRV-EN012,Rare,Wroughtweiler,NA,Monster,EARTH,Machine / Effect,Machine,Effect,3,800 / 1200,800,1200,06480253,"['Unlimited (Ocg)', 'Unlimited (Tcg)', 'Unlimited (Tcg Speed Duel)']",['Trigger'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LON-089 R.png,Labyrinth of Nightmare,LON-089,Rare,"Spirit Message ""I""",NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,31893528,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Condition'],NA,Continuous,NA,NA,NA,NA,NA,NA,NA,NA,NA
COTD-EN008 UR.png,Code of the Duelist,COTD-EN008,Ultra Rare,Trickstar Candina,NA,Monster,LIGHT,Fairy / Effect,Fairy,Effect,4,1800 / 400,1800,400,61283655,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Trigger', 'Continuous']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COTD-EN046 ScR.png,Code of the Duelist,COTD-EN046,Secret Rare,Topologic Bomber Dragon,NA,Monster,DARK,Cyberse / Link / Effect,Cyberse,Link,NA,NA,NA,NA,05821478,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Trigger', 'Trigger']",NA,NA,NA,NA,NA,"Top-Center,  Bottom-Left,  Bottom-Center,  Bottom-Right",3000 / 4,3000,4,NA,NA
CBLZ-EN058 C.png,Cosmo Blazer,CBLZ-EN058,Common,Fire Formation - Tensu,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,10719350,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Continuous-like', 'Continuous-like']",NA,Continuous,NA,NA,NA,NA,NA,NA,NA,NA,NA
JOTL-EN029 R.png,Judgment of the Light,JOTL-EN029,Rare,Archfiend Heiress,NA,Monster,DARK,Fiend / Effect,Fiend,Effect,3,1000 / 0,1000,0,66540884,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Trigger', 'Condition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CORE-EN092 UR.png,Clash of Rebellions,CORE-EN092,Ultra Rare,Absorb Fusion,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,71422989,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Effect', 'Condition', 'Condition']",NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
RATE-EN055 C.png,Raging Tempest,RATE-EN055,Common,Machine Angel Absolute Ritual,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,11398951,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Effect'],NA,Ritual,NA,NA,NA,NA,NA,NA,NA,NA,NA
CRMS-EN089 R.png,Crimson Crisis,CRMS-EN089,Rare,Synchro Change,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,36737092,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Cost', 'Effect']",NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
GLAS-EN076 R.png,Gladiator's Assault,GLAS-EN076,Rare,Cell Explosion Virus,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,84491298,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Activation requirement', 'Effect']",NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
CSOC-EN074 R.png,Crossroads of Chaos,CSOC-EN074,Rare,Pollinosis,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,91078716,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Activation requirement', 'Cost', 'Effect']",NA,Counter,NA,NA,NA,NA,NA,NA,NA,NA,NA
RGBT-EN083 ScR.png,Raging Battle,RGBT-EN083,Secret Rare,Hardened Armed Dragon,NA,Monster,EARTH,Dragon / Effect,Dragon,Effect,4,1500 / 800,1500,800,68473226,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Condition', 'Unclassified', 'Unclassified']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ROTD-EN034 C.png,Rise of the Duelist,ROTD-EN034,Common,Red Potan,NA,Monster,FIRE,Fairy / Effect,Fairy,Effect,1,100 / 200,100,200,16001119,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Ignition', 'Trigger', 'Condition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FLOD-EN098 SR.png,Flames of Destruction,FLOD-EN098,Super Rare,Rainbow Refraction,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,40854824,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Activation requirement', 'Effect']",NA,Quick-Play,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIBR-EN092 C.png,Circuit Break,CIBR-EN092,Common,Lyrilusc - Recital Starling,NA,Monster,WIND,Winged Beast / Xyz / Effect,Winged Beast,Xyz,NA,0 / 0,0,0,08491961,"['Unlimited (Ocg)', 'Limited (Tcg)']","['Trigger', 'Ignition', 'Continuous']",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
NECH-EN005 C.png,The New Challengers,NECH-EN005,Common,Serenade the Melodious Diva,NA,Monster,LIGHT,Fairy / Effect,Fairy,Effect,4,400 / 1900,400,1900,42029847,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Unclassified', 'Unclassified']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POTD-EN033 UR.png,Power of the Duelist,POTD-EN033,Ultra Rare,Elemental HERO Dark Neos,Elemental Hero Dark Neos,Monster,DARK,Warrior / Fusion / Effect,Warrior,Fusion,7,2500 / 2000,2500,2000,28677304,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Summoning condition', 'Ignition', 'Trigger']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DIFO-EN002 SR.png,Dimension Force,DIFO-EN002,Super Rare,Performapal Ladyange,NA,Monster,LIGHT,Fairy / Pendulum / Effect,Fairy,Pendulum,3,1000 / 1500,1000,1500,58938528,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Pendulum Effect ', 'Trigger-like', 'Monster Effect', 'Ignition', 'Ignition', 'Condition']",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
DUEA-EN002 SR.png,Duelist Alliance,DUEA-EN002,Super Rare,Foucault's Cannon,NA,Monster,DARK,Spellcaster / Pendulum / Normal,Spellcaster,Pendulum,5,2200 / 1200,2200,1200,43785278,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Pendulum Effect ', 'Trigger-like']",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
SOVR-EN091 R.png,Stardust Overdrive,SOVR-EN091,Rare,Shine Palace,Bright Castle,Spell,NA,NA,NA,NA,NA,NA,NA,NA,82878489,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Condition', 'Continuous-like']",NA,Equip,NA,NA,NA,NA,NA,NA,NA,NA,NA
PTDN-EN080 SP.png,Phantom Darkness,PTDN-EN080,Short Print,Fine,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,92595643,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Effect'],NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
LON-057 C.png,Labyrinth of Nightmare,LON-057,Common,Boneheimer,NA,Monster,WATER,Aqua,Aqua,NA,3,850 / 400,850,400,98456117,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DCR-079 C.png,Dark Crisis,DCR-079,Common,Zolga,NA,Monster,EARTH,Fairy / Effect,Fairy,Effect,4,1700 / 1200,1700,1200,16268841,"['Unlimited (Ocg)', 'Unlimited (Tcg)', 'Unlimited (Tcg Speed Duel)']",['Trigger'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOCS-EN069 C.png,Dimension of Chaos,DOCS-EN069,Common,Dark Contract with Errors,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,37209439,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Quick-like', 'Quick-like']",NA,Continuous,NA,NA,NA,NA,NA,NA,NA,NA,NA
MACR-EN074 C.png,Maximum Crisis,MACR-EN074,Common,Phantasm Spiral Assault,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,97795930,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Effect', 'Condition', 'Unclassified']",NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
SECE-EN033 R.png,Secrets of Eternity,SECE-EN033,Rare,Koa'ki Meiru Overload,NA,Monster,EARTH,Rock / Effect,Rock,Effect,4,1900 / 1200,1900,1200,14309486,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Maintenance cost', 'Quick']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABYR-EN085 ScR.png,Abyss Rising,ABYR-EN085,Secret Rare,Giant Soldier of Steel,NA,Monster,EARTH,Rock / Xyz / Effect,Rock,Xyz,NA,1300 / 2000,1300,2000,57043117,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Continuous', 'Quick']",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
